"(((Four:Spades),(Four:Hearts)),((Three:Spades),(Two:Spades)))",12
"(((Four:Spades),(Four:Hearts)),((Three:Spades),(Three:Diamonds)))",24
"(((Four:Spades),(Four:Hearts)),((Three:Spades),(Three:Hearts)))",6
"(((Four:Spades),(Four:Hearts)),((Four:Diamonds),(Two:Clubs)))",12
"(((Four:Spades),(Four:Hearts)),((Four:Diamonds),(Two:Diamonds)))",12
"(((Four:Spades),(Four:Hearts)),((Four:Diamonds),(Two:Hearts)))",24
"(((Four:Spades),(Four:Hearts)),((Four:Diamonds),(Three:Clubs)))",12
"(((Four:Spades),(Four:Hearts)),((Four:Diamonds),(Three:Diamonds)))",12
"(((Four:Spades),(Four:Hearts)),((Four:Diamonds),(Three:Hearts)))",24
"(((Four:Spades),(Four:Hearts)),((Four:Diamonds),(Four:Clubs)))",6
"(((Five:Spades),(Two:Hearts)),((Two:Diamonds),(Two:Clubs)))",12
"(((Five:Spades),(Two:Hearts)),((Two:Diamonds),(Three:Clubs)))",24
"(((Five:Spades),(Two:Hearts)),((Two:Diamonds),(Three:Diamonds)))",24
"(((Five:Spades),(Two:Hearts)),((Two:Diamonds),(Three:Hearts)))",24
"(((Five:Spades),(Two:Hearts)),((Two:Diamonds),(Three:Spades)))",24
"(((Five:Spades),(Two:Hearts)),((Two:Diamonds),(Four:Clubs)))",24
"(((Five:Spades),(Two:Hearts)),((Two:Diamonds),(Four:Diamonds)))",24
"(((Five:Spades),(Two:Hearts)),((Two:Diamonds),(Four:Hearts)))",24
"(((Five:Spades),(Two:Hearts)),((Two:Diamonds),(Four:Spades)))",24
"(((Five:Spades),(Two:Hearts)),((Two:Spades),(Two:Diamonds)))",24
"(((Five:Spades),(Two:Hearts)),((Two:Spades),(Three:Diamonds)))",24
"(((Five:Spades),(Two:Hearts)),((Two:Spades),(Three:Hearts)))",12
"(((Five:Spades),(Two:Hearts)),((Two:Spades),(Three:Spades)))",12
"(((Five:Spades),(Two:Hearts)),((Two:Spades),(Four:Diamonds)))",24
"(((Five:Spades),(Two:Hearts)),((Two:Spades),(Four:Hearts)))",12
"(((Five:Spades),(Two:Hearts)),((Two:Spades),(Four:Spades)))",12
"(((Five:Spades),(Two:Hearts)),((Three:Diamonds),(Three:Clubs)))",12
"(((Five:Spades),(Two:Hearts)),((Three:Hearts),(Three:Diamonds)))",24
"(((Five:Spades),(Two:Hearts)),((Three:Spades),(Three:Diamonds)))",24
"(((Five:Spades),(Two:Hearts)),((Three:Spades),(Three:Hearts)))",12
"(((Five:Spades),(Two:Hearts)),((Four:Diamonds),(Three:Clubs)))",24
"(((Five:Spades),(Two:Hearts)),((Four:Diamonds),(Three:Diamonds)))",24
"(((Five:Spades),(Two:Hearts)),((Four:Diamonds),(Three:Hearts)))",24
"(((Five:Spades),(Two:Hearts)),((Four:Diamonds),(Three:Spades)))",24
"(((Five:Spades),(Two:Hearts)),((Four:Diamonds),(Four:Clubs)))",12
"(((Five:Spades),(Two:Hearts)),((Four:Hearts),(Three:Diamonds)))",24
"(((Five:Spades),(Two:Hearts)),((Four:Hearts),(Three:Hearts)))",12
"(((Five:Spades),(Two:Hearts)),((Four:Hearts),(Three:Spades)))",12
"(((Five:Spades),(Two:Hearts)),((Four:Hearts),(Four:Diamonds)))",24
"(((Five:Spades),(Two:Hearts)),((Four:Spades),(Three:Diamonds)))",24
"(((Five:Spades),(Two:Hearts)),((Four:Spades),(Three:Hearts)))",12
"(((Five:Spades),(Two:Hearts)),((Four:Spades),(Three:Spades)))",12
"(((Five:Spades),(Two:Hearts)),((Four:Spades),(Four:Diamonds)))",24
"(((Five:Spades),(Two:Hearts)),((Four:Spades),(Four:Hearts)))",12
"(((Five:Spades),(Two:Hearts)),((Five:Diamonds),(Two:Clubs)))",24
"(((Five:Spades),(Two:Hearts)),((Five:Diamonds),(Two:Spades)))",24
"(((Five:Spades),(Two:Hearts)),((Five:Hearts),(Two:Spades)))",12
"(((Five:Spades),(Two:Spades)),((Two:Hearts),(Two:Diamonds)))",12
"(((Five:Spades),(Two:Spades)),((Two:Hearts),(Three:Diamonds)))",24
"(((Five:Spades),(Two:Spades)),((Two:Hearts),(Three:Hearts)))",12
"(((Five:Spades),(Two:Spades)),((Two:Hearts),(Three:Spades)))",12
"(((Five:Spades),(Two:Spades)),((Two:Hearts),(Four:Diamonds)))",24
"(((Five:Spades),(Two:Spades)),((Two:Hearts),(Four:Hearts)))",12
"(((Five:Spades),(Two:Spades)),((Two:Hearts),(Four:Spades)))",12
"(((Five:Spades),(Two:Spades)),((Three:Hearts),(Three:Diamonds)))",12
"(((Five:Spades),(Two:Spades)),((Three:Spades),(Three:Hearts)))",12
"(((Five:Spades),(Two:Spades)),((Four:Hearts),(Three:Diamonds)))",24
"(((Five:Spades),(Two:Spades)),((Four:Hearts),(Three:Hearts)))",12
"(((Five:Spades),(Two:Spades)),((Four:Hearts),(Three:Spades)))",12
"(((Five:Spades),(Two:Spades)),((Four:Hearts),(Four:Diamonds)))",12
"(((Five:Spades),(Two:Spades)),((Four:Spades),(Three:Hearts)))",12
"(((Five:Spades),(Two:Spades)),((Four:Spades),(Three:Spades)))",4
"(((Five:Spades),(Two:Spades)),((Four:Spades),(Four:Hearts)))",12
"(((Five:Spades),(Two:Spades)),((Five:Hearts),(Two:Diamonds)))",24
"(((Five:Spades),(Two:Spades)),((Five:Hearts),(Two:Hearts)))",12
"(((Five:Spades),(Three:Hearts)),((Two:Diamonds),(Two:Clubs)))",12
"(((Five:Spades),(Three:Hearts)),((Two:Hearts),(Two:Diamonds)))",24
"(((Five:Spades),(Three:Hearts)),((Two:Spades),(Two:Diamonds)))",24
"(((Five:Spades),(Three:Hearts)),((Two:Spades),(Two:Hearts)))",12
"(((Five:Spades),(Three:Hearts)),((Three:Diamonds),(Two:Clubs)))",24
"(((Five:Spades),(Three:Hearts)),((Three:Diamonds),(Two:Diamonds)))",24
"(((Five:Spades),(Three:Hearts)),((Three:Diamonds),(Two:Hearts)))",24
"(((Five:Spades),(Three:Hearts)),((Three:Diamonds),(Two:Spades)))",24
"(((Five:Spades),(Three:Hearts)),((Three:Diamonds),(Three:Clubs)))",12
"(((Five:Spades),(Three:Hearts)),((Three:Diamonds),(Four:Clubs)))",24
"(((Five:Spades),(Three:Hearts)),((Three:Diamonds),(Four:Diamonds)))",24
"(((Five:Spades),(Three:Hearts)),((Three:Diamonds),(Four:Hearts)))",24
"(((Five:Spades),(Three:Hearts)),((Three:Diamonds),(Four:Spades)))",24
"(((Five:Spades),(Three:Hearts)),((Three:Spades),(Two:Diamonds)))",24
"(((Five:Spades),(Three:Hearts)),((Three:Spades),(Two:Hearts)))",12
"(((Five:Spades),(Three:Hearts)),((Three:Spades),(Two:Spades)))",12
"(((Five:Spades),(Three:Hearts)),((Three:Spades),(Three:Diamonds)))",24
"(((Five:Spades),(Three:Hearts)),((Three:Spades),(Four:Diamonds)))",24
"(((Five:Spades),(Three:Hearts)),((Three:Spades),(Four:Hearts)))",12
"(((Five:Spades),(Three:Hearts)),((Three:Spades),(Four:Spades)))",12
"(((Five:Spades),(Three:Hearts)),((Four:Diamonds),(Two:Clubs)))",24
"(((Five:Spades),(Three:Hearts)),((Four:Diamonds),(Two:Diamonds)))",24
"(((Five:Spades),(Three:Hearts)),((Four:Diamonds),(Two:Hearts)))",24
"(((Five:Spades),(Three:Hearts)),((Four:Diamonds),(Two:Spades)))",24
"(((Five:Spades),(Three:Hearts)),((Four:Diamonds),(Four:Clubs)))",12
"(((Five:Spades),(Three:Hearts)),((Four:Hearts),(Two:Diamonds)))",24
"(((Five:Spades),(Three:Hearts)),((Four:Hearts),(Two:Hearts)))",12
"(((Five:Spades),(Three:Hearts)),((Four:Hearts),(Two:Spades)))",12
"(((Five:Spades),(Three:Hearts)),((Four:Hearts),(Four:Diamonds)))",24
"(((Five:Spades),(Three:Hearts)),((Four:Spades),(Two:Diamonds)))",24
"(((Five:Spades),(Three:Hearts)),((Four:Spades),(Two:Hearts)))",12
"(((Five:Spades),(Three:Hearts)),((Four:Spades),(Two:Spades)))",12
"(((Five:Spades),(Three:Hearts)),((Four:Spades),(Four:Diamonds)))",24
"(((Five:Spades),(Three:Hearts)),((Four:Spades),(Four:Hearts)))",12
"(((Five:Spades),(Three:Hearts)),((Five:Diamonds),(Two:Clubs)))",24
"(((Five:Spades),(Three:Hearts)),((Five:Diamonds),(Two:Diamonds)))",24
"(((Five:Spades),(Three:Hearts)),((Five:Diamonds),(Two:Hearts)))",24
"(((Five:Spades),(Three:Hearts)),((Five:Diamonds),(Two:Spades)))",24
"(((Five:Spades),(Three:Hearts)),((Five:Diamonds),(Three:Clubs)))",24
"(((Five:Spades),(Three:Hearts)),((Five:Diamonds),(Three:Spades)))",24
"(((Five:Spades),(Three:Hearts)),((Five:Hearts),(Two:Diamonds)))",24
"(((Five:Spades),(Three:Hearts)),((Five:Hearts),(Two:Hearts)))",12
"(((Five:Spades),(Three:Hearts)),((Five:Hearts),(Two:Spades)))",12
"(((Five:Spades),(Three:Hearts)),((Five:Hearts),(Three:Spades)))",12
"(((Five:Spades),(Three:Spades)),((Two:Hearts),(Two:Diamonds)))",12
"(((Five:Spades),(Three:Spades)),((Two:Spades),(Two:Hearts)))",12
"(((Five:Spades),(Three:Spades)),((Three:Hearts),(Two:Diamonds)))",24
"(((Five:Spades),(Three:Spades)),((Three:Hearts),(Two:Hearts)))",12
"(((Five:Spades),(Three:Spades)),((Three:Hearts),(Two:Spades)))",12
"(((Five:Spades),(Three:Spades)),((Three:Hearts),(Three:Diamonds)))",12
"(((Five:Spades),(Three:Spades)),((Three:Hearts),(Four:Diamonds)))",24
"(((Five:Spades),(Three:Spades)),((Three:Hearts),(Four:Hearts)))",12
"(((Five:Spades),(Three:Spades)),((Three:Hearts),(Four:Spades)))",12
"(((Five:Spades),(Three:Spades)),((Four:Hearts),(Two:Diamonds)))",24
"(((Five:Spades),(Three:Spades)),((Four:Hearts),(Two:Hearts)))",12
"(((Five:Spades),(Three:Spades)),((Four:Hearts),(Two:Spades)))",12
"(((Five:Spades),(Three:Spades)),((Four:Hearts),(Four:Diamonds)))",12
"(((Five:Spades),(Three:Spades)),((Four:Spades),(Two:Hearts)))",12
"(((Five:Spades),(Three:Spades)),((Four:Spades),(Two:Spades)))",4
"(((Five:Spades),(Three:Spades)),((Four:Spades),(Four:Hearts)))",12
"(((Five:Spades),(Three:Spades)),((Five:Hearts),(Two:Diamonds)))",24
"(((Five:Spades),(Three:Spades)),((Five:Hearts),(Two:Hearts)))",12
"(((Five:Spades),(Three:Spades)),((Five:Hearts),(Two:Spades)))",12
"(((Five:Spades),(Three:Spades)),((Five:Hearts),(Three:Diamonds)))",24
"(((Five:Spades),(Three:Spades)),((Five:Hearts),(Three:Hearts)))",12
"(((Five:Spades),(Four:Hearts)),((Two:Diamonds),(Two:Clubs)))",12
"(((Five:Spades),(Four:Hearts)),((Two:Hearts),(Two:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Two:Spades),(Two:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Two:Spades),(Two:Hearts)))",12
"(((Five:Spades),(Four:Hearts)),((Three:Diamonds),(Two:Clubs)))",24
"(((Five:Spades),(Four:Hearts)),((Three:Diamonds),(Two:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Three:Diamonds),(Two:Hearts)))",24
"(((Five:Spades),(Four:Hearts)),((Three:Diamonds),(Two:Spades)))",24
"(((Five:Spades),(Four:Hearts)),((Three:Diamonds),(Three:Clubs)))",12
"(((Five:Spades),(Four:Hearts)),((Three:Hearts),(Two:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Three:Hearts),(Two:Hearts)))",12
"(((Five:Spades),(Four:Hearts)),((Three:Hearts),(Two:Spades)))",12
"(((Five:Spades),(Four:Hearts)),((Three:Hearts),(Three:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Three:Spades),(Two:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Three:Spades),(Two:Hearts)))",12
"(((Five:Spades),(Four:Hearts)),((Three:Spades),(Two:Spades)))",12
"(((Five:Spades),(Four:Hearts)),((Three:Spades),(Three:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Three:Spades),(Three:Hearts)))",12
"(((Five:Spades),(Four:Hearts)),((Four:Diamonds),(Two:Clubs)))",24
"(((Five:Spades),(Four:Hearts)),((Four:Diamonds),(Two:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Four:Diamonds),(Two:Hearts)))",24
"(((Five:Spades),(Four:Hearts)),((Four:Diamonds),(Two:Spades)))",24
"(((Five:Spades),(Four:Hearts)),((Four:Diamonds),(Three:Clubs)))",24
"(((Five:Spades),(Four:Hearts)),((Four:Diamonds),(Three:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Four:Diamonds),(Three:Hearts)))",24
"(((Five:Spades),(Four:Hearts)),((Four:Diamonds),(Three:Spades)))",24
"(((Five:Spades),(Four:Hearts)),((Four:Diamonds),(Four:Clubs)))",12
"(((Five:Spades),(Four:Hearts)),((Four:Spades),(Two:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Four:Spades),(Two:Hearts)))",12
"(((Five:Spades),(Four:Hearts)),((Four:Spades),(Two:Spades)))",12
"(((Five:Spades),(Four:Hearts)),((Four:Spades),(Three:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Four:Spades),(Three:Hearts)))",12
"(((Five:Spades),(Four:Hearts)),((Four:Spades),(Three:Spades)))",12
"(((Five:Spades),(Four:Hearts)),((Four:Spades),(Four:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Five:Diamonds),(Two:Clubs)))",24
"(((Five:Spades),(Four:Hearts)),((Five:Diamonds),(Two:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Five:Diamonds),(Two:Hearts)))",24
"(((Five:Spades),(Four:Hearts)),((Five:Diamonds),(Two:Spades)))",24
"(((Five:Spades),(Four:Hearts)),((Five:Diamonds),(Three:Clubs)))",24
"(((Five:Spades),(Four:Hearts)),((Five:Diamonds),(Three:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Five:Diamonds),(Three:Hearts)))",24
"(((Five:Spades),(Four:Hearts)),((Five:Diamonds),(Three:Spades)))",24
"(((Five:Spades),(Four:Hearts)),((Five:Diamonds),(Four:Clubs)))",24
"(((Five:Spades),(Four:Hearts)),((Five:Diamonds),(Four:Spades)))",24
"(((Five:Spades),(Four:Hearts)),((Five:Hearts),(Two:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Five:Hearts),(Two:Hearts)))",12
"(((Five:Spades),(Four:Hearts)),((Five:Hearts),(Two:Spades)))",12
"(((Five:Spades),(Four:Hearts)),((Five:Hearts),(Three:Diamonds)))",24
"(((Five:Spades),(Four:Hearts)),((Five:Hearts),(Three:Hearts)))",12
"(((Five:Spades),(Four:Hearts)),((Five:Hearts),(Three:Spades)))",12
"(((Five:Spades),(Four:Hearts)),((Five:Hearts),(Four:Spades)))",12
"(((Five:Spades),(Four:Spades)),((Two:Hearts),(Two:Diamonds)))",12
"(((Five:Spades),(Four:Spades)),((Two:Spades),(Two:Hearts)))",12
"(((Five:Spades),(Four:Spades)),((Three:Hearts),(Two:Diamonds)))",24
"(((Five:Spades),(Four:Spades)),((Three:Hearts),(Two:Hearts)))",12
"(((Five:Spades),(Four:Spades)),((Three:Hearts),(Two:Spades)))",12
"(((Five:Spades),(Four:Spades)),((Three:Hearts),(Three:Diamonds)))",12
"(((Five:Spades),(Four:Spades)),((Three:Spades),(Two:Hearts)))",12
"(((Five:Spades),(Four:Spades)),((Three:Spades),(Two:Spades)))",4
"(((Five:Spades),(Four:Spades)),((Three:Spades),(Three:Hearts)))",12
"(((Five:Spades),(Four:Spades)),((Four:Hearts),(Two:Diamonds)))",24
"(((Five:Spades),(Four:Spades)),((Four:Hearts),(Two:Hearts)))",12
"(((Five:Spades),(Four:Spades)),((Four:Hearts),(Two:Spades)))",12
"(((Five:Spades),(Four:Spades)),((Four:Hearts),(Three:Diamonds)))",24
"(((Five:Spades),(Four:Spades)),((Four:Hearts),(Three:Hearts)))",12
"(((Five:Spades),(Four:Spades)),((Four:Hearts),(Three:Spades)))",12
"(((Five:Spades),(Four:Spades)),((Four:Hearts),(Four:Diamonds)))",12
"(((Five:Spades),(Four:Spades)),((Five:Hearts),(Two:Diamonds)))",24
"(((Five:Spades),(Four:Spades)),((Five:Hearts),(Two:Hearts)))",12
"(((Five:Spades),(Four:Spades)),((Five:Hearts),(Two:Spades)))",12
"(((Five:Spades),(Four:Spades)),((Five:Hearts),(Three:Diamonds)))",24
"(((Five:Spades),(Four:Spades)),((Five:Hearts),(Three:Hearts)))",12
"(((Five:Spades),(Four:Spades)),((Five:Hearts),(Three:Spades)))",12
"(((Five:Spades),(Four:Spades)),((Five:Hearts),(Four:Diamonds)))",24
"(((Five:Spades),(Four:Spades)),((Five:Hearts),(Four:Hearts)))",12
"(((Five:Spades),(Five:Hearts)),((Two:Diamonds),(Two:Clubs)))",6
"(((Five:Spades),(Five:Hearts)),((Two:Spades),(Two:Diamonds)))",24
"(((Five:Spades),(Five:Hearts)),((Two:Spades),(Two:Hearts)))",6
"(((Five:Spades),(Five:Hearts)),((Three:Diamonds),(Two:Clubs)))",12
"(((Five:Spades),(Five:Hearts)),((Three:Diamonds),(Two:Diamonds)))",12
"(((Five:Spades),(Five:Hearts)),((Three:Diamonds),(Two:Hearts)))",24
"(((Five:Spades),(Five:Hearts)),((Three:Diamonds),(Three:Clubs)))",6
"(((Five:Spades),(Five:Hearts)),((Three:Spades),(Two:Diamonds)))",24
"(((Five:Spades),(Five:Hearts)),((Three:Spades),(Two:Hearts)))",12
"(((Five:Spades),(Five:Hearts)),((Three:Spades),(Two:Spades)))",12
"(((Five:Spades),(Five:Hearts)),((Three:Spades),(Three:Diamonds)))",24
"(((Five:Spades),(Five:Hearts)),((Three:Spades),(Three:Hearts)))",6
"(((Five:Spades),(Five:Hearts)),((Four:Diamonds),(Two:Clubs)))",12
"(((Five:Spades),(Five:Hearts)),((Four:Diamonds),(Two:Diamonds)))",12
"(((Five:Spades),(Five:Hearts)),((Four:Diamonds),(Two:Hearts)))",24
"(((Five:Spades),(Five:Hearts)),((Four:Diamonds),(Three:Clubs)))",12
"(((Five:Spades),(Five:Hearts)),((Four:Diamonds),(Three:Diamonds)))",12
"(((Five:Spades),(Five:Hearts)),((Four:Diamonds),(Three:Hearts)))",24
"(((Five:Spades),(Five:Hearts)),((Four:Diamonds),(Four:Clubs)))",6
"(((Five:Spades),(Five:Hearts)),((Four:Spades),(Two:Diamonds)))",24
"(((Five:Spades),(Five:Hearts)),((Four:Spades),(Two:Hearts)))",12
"(((Five:Spades),(Five:Hearts)),((Four:Spades),(Two:Spades)))",12
"(((Five:Spades),(Five:Hearts)),((Four:Spades),(Three:Diamonds)))",24
"(((Five:Spades),(Five:Hearts)),((Four:Spades),(Three:Hearts)))",12
"(((Five:Spades),(Five:Hearts)),((Four:Spades),(Three:Spades)))",12
"(((Five:Spades),(Five:Hearts)),((Four:Spades),(Four:Diamonds)))",24
"(((Five:Spades),(Five:Hearts)),((Four:Spades),(Four:Hearts)))",6
"(((Five:Spades),(Five:Hearts)),((Five:Diamonds),(Two:Clubs)))",12
"(((Five:Spades),(Five:Hearts)),((Five:Diamonds),(Two:Diamonds)))",12
"(((Five:Spades),(Five:Hearts)),((Five:Diamonds),(Two:Hearts)))",24
"(((Five:Spades),(Five:Hearts)),((Five:Diamonds),(Three:Clubs)))",12
"(((Five:Spades),(Five:Hearts)),((Five:Diamonds),(Three:Diamonds)))",12
"(((Five:Spades),(Five:Hearts)),((Five:Diamonds),(Three:Hearts)))",24
"(((Five:Spades),(Five:Hearts)),((Five:Diamonds),(Four:Clubs)))",12
"(((Five:Spades),(Five:Hearts)),((Five:Diamonds),(Four:Diamonds)))",12
"(((Five:Spades),(Five:Hearts)),((Five:Diamonds),(Four:Hearts)))",24
"(((Five:Spades),(Five:Hearts)),((Five:Diamonds),(Five:Clubs)))",6
"(((Six:Spades),(Two:Hearts)),((Two:Diamonds),(Two:Clubs)))",12
"(((Six:Spades),(Two:Hearts)),((Two:Diamonds),(Three:Clubs)))",24
"(((Six:Spades),(Two:Hearts)),((Two:Diamonds),(Three:Diamonds)))",24
"(((Six:Spades),(Two:Hearts)),((Two:Diamonds),(Three:Hearts)))",24
"(((Six:Spades),(Two:Hearts)),((Two:Diamonds),(Three:Spades)))",24
"(((Six:Spades),(Two:Hearts)),((Two:Diamonds),(Four:Clubs)))",24
"(((Six:Spades),(Two:Hearts)),((Two:Diamonds),(Four:Diamonds)))",24
"(((Six:Spades),(Two:Hearts)),((Two:Diamonds),(Four:Hearts)))",24
